SSID,BSSID,Capabilities,frequency
2WIRE308,98:2c:be:fc:76:f9,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2437
wangcai,00:1e:e5:34:d3:8f,[WPA2-PSK-CCMP][ESS],2462
Red Velvet,00:21:29:63:da:f5,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2462
NETGEAR06,c4:04:15:22:c2:e6,[WPA2-PSK-CCMP][WPS][ESS],2412
2WIRE975,00:24:56:df:50:61,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2412
flamez,6e:b0:ce:26:57:dc,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2462
sultan,6c:b0:ce:26:56:f8,[WPA2-PSK-CCMP][WPS][ESS],2462
luonelu,20:0c:c8:47:af:85,[WPA2-PSK-CCMP][WPS][ESS],2462
LilithIveran,1c:7e:e5:30:d4:6c,[WPA-PSK-CCMP+TKIP][WPS][ESS],2462
EliteAthletes-guest,c8:b3:73:4e:d3:e1,[ESS],2462
Free Detainee WiFi,d8:fe:e3:80:3a:e0,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2432
belkin.268.guests,ee:1a:59:a3:b2:69,[WPS][ESS],2412
Ygnition Hotspot,00:03:52:e7:93:40,[ESS],2422
Is She Down?,ec:1a:59:a3:b2:68,[WPA2-PSK-CCMP][WPS][ESS],2412
Jonnyboy,44:94:fc:71:b6:b2,[WPA2-PSK-CCMP][WPS][ESS],2437
TP-LINK_5GHz_B86077,e8:de:27:b8:60:77,[WPA-PSK-CCMP][WPA2-PSK-CCMP][WPS][ESS],5180
You Know You Want This,ec:1a:59:63:10:3a,[WPA2-PSK-CCMP][WPS][ESS],2462
vimal2608-guest,96:10:3e:17:e1:80,[ESS],2437
LNET,00:18:e7:d2:8a:8e,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2437
WE HATE RANDY,28:c6:8e:8c:6b:a8,[WPA2-PSK-CCMP][WPS][ESS],2437
kh,b4:75:0e:7a:95:f2,[WPA2-PSK-CCMP][WPS][ESS],2412
belkin.a5b,ec:1a:59:8b:ba:5b,[WPA2-PSK-CCMP][WPS][ESS],2437
206A,00:22:6b:42:45:17,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2462
NETGEAR61-5G,6c:b0:ce:42:17:6c,[WPA2-PSK-CCMP][WPS][ESS],5765
belkin.458.media,94:10:3e:56:b4:5a,[WPA2-PSK-CCMP][WPS][ESS],5180
fuck.ucr,c0:4a:00:59:1b:32,[WPA-PSK-CCMP][WPA2-PSK-CCMP][WPS][ESS],2422
NETGEAR53-5G,44:94:fc:f1:db:09,[WPA2-PSK-CCMP][WPS][ESS],5180
Greene,00:1b:2f:d8:b2:c5,[WPA-PSK-TKIP][WPA2-PSK-CCMP][ESS],2412
raj mahal,00:18:39:5c:c6:f6,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2412
SFFCU-Riverside,10:0d:7f:46:6c:e0,[ESS],2437
BapaNet-guest,20:aa:4b:a4:76:c3,[ESS],2412
shalexkimshri,4c:60:de:d7:7b:59,[WPA2-PSK-CCMP][WPS][ESS],2462
SurveillanceVan023,20:4e:7f:06:c0:09,[WPA2-PSK-CCMP][WPS][ESS],2437
don&#39;t link me,20:0c:c8:36:9d:e5,[WPA2-PSK-CCMP][WPS][ESS],2462
Drop_It_Like_Its_Hotspot.media,b4:75:0e:25:90:88,[WPA2-PSK-CCMP][WPS][ESS],5180
Lollicup Riverside,00:02:6f:b9:93:e2,[WPA2-PSK-CCMP+TKIP][ESS],2417
Drop_It_Like_Its_Hotspot,b4:75:0e:25:90:86,[WPA2-PSK-CCMP][WPS][ESS],2462
@Home1337,00:19:a9:ce:3c:b0,[WPA-PSK-TKIP][ESS],2437
tmobile,00:19:a9:ce:3c:b2,[ESS],2437
DYNASTY WIRELESS,00:13:49:bb:10:e5,[ESS],2462
Shakeys,00:13:49:45:c9:7e,[ESS],2437
Frice WiFi,30:60:23:97:29:40,[WEP][ESS],2437
Belkin.3E91,94:44:52:a9:1e:91,[WPA-PSK-CCMP][WPA2-PSK-CCMP][WPS][ESS],2437
netgear,30:46:9a:54:c8:52,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2437
ohnyoo,6c:b0:ce:01:dd:47,[WPA2-PSK-CCMP][WPS][ESS],5765
endternet,00:1e:e5:21:73:f8,[WPA2-PSK-CCMP][ESS],5220
BOB 2.0,d8:50:e6:a9:85:60,[WPA2-PSK-CCMP][WPS][ESS],2437
TRENDYAH18_ML,14:35:8b:11:3c:fc,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2462
TRLAU PUBLIC,e2:91:f5:6b:e9:51,[WPA2-PSK-CCMP][ESS],2432
TRLAU,e0:91:f5:6b:e9:50,[WPA2-PSK-CCMP][WPS][ESS],2432
Tablet,c8:3a:35:f7:7c:f8,[WPA-PSK-TKIP][ESS],2437
A407,e8:fc:af:a5:96:2c,[WPA2-PSK-CCMP][WPS][ESS],2437
MobiusOctomberlqs,c4:6e:1f:7b:28:72,[WPA2-PSK-CCMP][WPS][ESS],2442
HP-Print-0D-Photosmart 6520,d4:c9:ef:56:99:0d,[WPA2-PSK-CCMP][ESS],2437
Alysa's Wifiii,e8:de:27:f9:69:5c,[WPA2-PSK-CCMP][WPS][ESS],2437
Zero Broadcast,6c:b0:ce:14:c7:e1,[WPA2-PSK-CCMP][WPS][ESS],2447
blueocean,08:86:3b:b1:6c:39,[WPA-PSK-CCMP][WPA2-PSK-CCMP][WPS][ESS],2412
2WIRE231,64:0f:28:fa:ef:b9,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2447
NETGEAR08,20:0c:c8:06:f7:ff,[WPA2-PSK-CCMP][WPS][ESS],2442
NetGear,68:1c:a2:00:33:c2,[WPA-PSK-CCMP][WPA2-PSK-CCMP][WPS][ESS],2462
NETGEAR68-5G,e8:fc:af:a5:96:2b,[WPA2-PSK-CCMP][WPS][ESS],5765
2WIRE501,64:0f:29:0d:45:a9,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2432
Verizon-MiFi5510L-45F3,00:15:ff:8e:45:f3,[WPA2-PSK-CCMP][ESS],2462
EliasPita-guest,26:aa:4b:8d:e5:30,[ESS],2457
EliasPita,20:aa:4b:8d:e5:30,[WPA2-PSK-CCMP][WPS][ESS],2457
2WIRE964,3c:ea:4f:8b:c8:39,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2442
serviceswifi,00:11:74:46:bb:60,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2412
2WIRE342,28:16:2e:59:8e:09,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2422
Comfort INN AP-3,00:15:e9:c1:c3:f0,[ESS],2417
iHub_00603505c45e,00:0e:8f:94:7a:66,[WPA2-PSK-CCMP][ESS],2462
2WIRE744,c0:83:0a:ae:cb:71,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2412
2WIRE364,00:22:a4:1c:95:09,[WPA-PSK-TKIP][ESS],2412
2WIRE935,b8:e6:25:1d:26:d9,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2422
DorninRealtyNormandy,60:a4:4c:a1:55:08,[WPA2-PSK-CCMP][WPS][ESS],2412
2WIRE180,00:21:7c:89:10:41,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2462
2WIRE808,00:26:50:74:8b:29,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2447
myLGNetF3E7,10:f9:6f:f3:f3:e5,[WEP][ESS],2452
PHwifi,00:11:74:46:bb:61,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2412
Pizza Hut Guest WiFi,00:11:74:46:bb:62,[ESS],2412
TARTAR,c0:3f:0e:1e:67:ca,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2437
GZA,90:72:40:23:99:b2,[WPA2-PSK-CCMP][ESS],2462
LargeDeer,c0:c1:c0:91:36:79,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2462
LargeDeer-guest,c0:c1:c0:91:36:7a,[ESS],2462
jerry2,00:90:7f:86:7b:f7,[WPA-PSK-CCMP+TKIP][ESS],2462
JAMIE'S Wireless,00:1d:d3:8b:47:e0,[WPA2-PSK-CCMP][WPS][ESS],2412
Zoomf6a0,00:1c:7b:f3:9a:b9,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2412
Rissmora,08:86:3b:3f:6a:12,[WPA-PSK-CCMP][WPA2-PSK-CCMP][WPS][ESS],2437
DDW3653F,00:00:00:00:00:00,[WPA2-PSK-CCMP][WPS][ESS],2462
League of Hunnies,e0:3f:49:0c:21:08,[WPA2-PSK-CCMP][WPS][ESS],2437
routergb-guest,c8:d7:19:cf:f8:01,[ESS],2462
SkYnEt,00:22:6b:e9:e2:ab,[WPA2-PSK-CCMP-preauth][WPS][ESS],2412
DogPound42,d8:50:e6:d9:35:30,[WPA2-PSK-CCMP][WPS][ESS],2437
Ludhiana4Lyfe,c0:c1:c0:e9:8b:57,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2412
Ludhiana4Lyfe-guest,c0:c1:c0:e9:8b:58,[ESS],2412
belkin.660.media,ec:1a:59:9a:f6:62,[WPA2-PSK-CCMP][WPS][ESS],5180
TeamPalmPlace,c8:b3:73:1a:b4:53,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],5180
MyCharterWiFi7c-2G,e8:fc:af:9f:f8:7c,[WPA2-PSK-CCMP][WPS][ESS],2462
2WIRE187,00:26:50:5f:1d:51,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2452
NETGEAR54,04:a1:51:81:9a:6d,[WPA2-PSK-CCMP][WPS][ESS],2432
NETGEAR58,6c:b0:ce:26:3a:80,[WPA2-PSK-CCMP][WPS][ESS],2412
Jarvis,20:aa:4b:bb:0f:0d,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2462
SANDRA's MacBook Pro,20:c9:d0:ba:53:6d,[ESS],2462
MyCharterWiFi9f-5G,6c:b0:ce:44:81:9e,[WPA2-PSK-CCMP][WPS][ESS],5765
2WIRE470,28:16:2e:bf:e4:99,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2437
MyCharterWiFi30-2G,c4:04:15:0e:bf:30,[WPA2-PSK-CCMP][WPS][ESS],2412
belkin.6f5,ec:1a:59:a2:c6:f5,[WPA2-PSK-CCMP][WPS][ESS],2412
2WIRE617,00:1b:5b:46:25:19,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2462
NETGEAR29-5G,04:a1:51:81:8c:fb,[WPA2-PSK-CCMP][WPS][ESS],5765
charterwifi,c4:04:15:90:18:e3,[WPA2-PSK-CCMP][WPS][ESS],2462
acedentalgroup,00:24:c9:b8:d7:b0,[WEP][ESS],2412
belkin.b3e,b4:75:0e:23:8b:3e,[WPA2-PSK-CCMP][WPS][ESS],2432
V-Guest,1a:5b:0e:5f:2f:30,[ESS],2437
MyCharterWiFidc-2G,e8:fc:af:9f:e3:dc,[WPA2-PSK-CCMP][WPS][ESS],2437
Catisknow,84:1b:5e:6d:c7:a8,[WPA2-PSK-CCMP][WPS][ESS],2437
Spolky,6c:b0:ce:44:90:1e,[WPA2-PSK-CCMP][WPS][ESS],2442
2WIRE809,60:c3:97:06:7f:41,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2412
GetOFFMyWiFi,6c:b0:ce:32:6c:a8,[WPA2-PSK-CCMP][WPS][ESS],2412
Just For me,68:7f:74:0e:b5:aa,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2412
belkin.726.guests,ee:1a:59:09:c7:27,[WPS][ESS],2437
Apartment Wifi,ec:1a:59:0b:25:6e,[WPA2-PSK-CCMP][WPS][ESS],2462
ScottyWiFi,04:a1:51:c0:c1:13,[WPA2-PSK-CCMP][ESS],2447
Simba-Lounge,c4:3d:c7:48:95:10,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2462
Sterling,00:09:0f:4e:f3:91,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP-preauth][ESS],2462
MyCharterWiFie4-2G,6c:b0:ce:a3:d7:e4,[WPA2-PSK-CCMP][WPS][ESS],2462
LKF,c0:a0:bb:ec:60:a5,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP-preauth][WPS][ESS],2447
Linksys08131,98:fc:11:f2:cb:66,[WPA2-PSK-CCMP][WPS][ESS],5785
ATT112,64:0f:28:ca:62:f2,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2462
NETGEAR64-5G,44:94:fc:56:5d:e1,[WPA2-PSK-CCMP][WPS][ESS],5765
ZTE_N9120,30:f3:1d:35:5c:be,[WPA2-PSK-CCMP][WPS][ESS],2437
HustleLife,04:a1:51:a7:28:4a,[WPA2-PSK-CCMP][ESS],2452
DIRECT-Cg-XT1031_81b6,14:30:c6:b7:89:7b,[WPA2-PSK-CCMP][WPS][ESS],2437
NETGEAR74,6c:b0:ce:40:60:e2,[WPA2-PSK-CCMP][WPS][ESS],2432
belkin.773,b4:75:0e:77:87:73,[WPA2-PSK-CCMP][WPS][ESS],2412
DHS Packet Sniffer,9c:d6:43:cf:59:22,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2462
NETGEAR89-5G,e8:fc:af:97:c6:82,[WPA2-PSK-CCMP][WPS][ESS],5765
NETGEAR37-5G,c4:04:15:4c:26:94,[WPA2-PSK-CCMP][WPS][ESS],5765
blackbeauty,4c:e6:76:ab:cb:64,[WPA-PSK-CCMP][WPA2-PSK-CCMP][WPS][ESS],2437
NETGEAR25-5G,e8:fc:af:a7:49:a5,[WPA2-PSK-CCMP][WPS][ESS],5745
Kanto,88:1f:a1:42:3c:e0,[WPA2-PSK-CCMP][ESS],2412
HP-Print-DD-Photosmart 6520,2c:44:fd:5c:f9:dd,[ESS],2437
NETGEAR80-5G,10:0d:7f:8c:3e:65,[WPA2-PSK-CCMP][WPS][ESS],5745
2WIRE769,ac:5d:10:68:6a:69,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2437
AllMusical,70:62:b8:2f:dc:64,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2432
Cisco_10C8889F,bc:c8:10:c8:88:a0,[WPA2-PSK-CCMP][WPS][ESS],5180
belkin.a80,ec:1a:59:66:ba:80,[WPA-PSK-CCMP][WPA2-PSK-CCMP][WPS][ESS],2442
HP-Print-FA-ENVY 5530 series,64:51:06:6a:0e:fa,[ESS],2437
tea,c4:04:15:16:6e:3a,[WPA2-PSK-CCMP][WPS][ESS],2437
belkin.202,ec:1a:59:a7:04:39,[WPA2-PSK-CCMP][WPS][ESS],2437
Mereow,e8:de:27:bd:f6:22,[WPA2-PSK-CCMP][WPS][ESS],2412
firsttuesday,00:26:f2:fd:c1:89,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2442
HP-Print-80-LaserJet 1102,70:18:8b:69:b2:80,[ESS],2437
We've seen you naked,00:1c:10:06:d5:b2,[WPA-PSK-TKIP][ESS],2437
walrus and whale,70:62:b8:2f:cc:e6,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2462
MaWireless,1c:af:f7:cc:8d:0d,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2437
ATT383,64:0f:28:ab:7a:32,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2437
MyCharterWiFif2-5G,6c:b0:ce:a2:d4:f1,[WPA2-PSK-CCMP][WPS][ESS],5765
belkin.288,b4:75:0e:2c:92:88,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2457
ATT645,60:fe:20:29:ad:0a,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2437
Rivera's Network,00:22:6b:3f:27:df,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2452
Alverson,94:62:69:76:3a:a0,[WEP][ESS],2437
fns-cl-5gv-s,00:15:6d:69:28:03,[ESS],5180
MyCharterWiFi95-5G,c4:04:15:1f:80:94,[WPA2-PSK-CCMP][WPS][ESS],5765
belkin.c28.5GHz,08:86:3b:10:7c:2a,[WPA2-PSK-CCMP][WPS][ESS],5785
ixyz,08:5b:0e:5f:2f:30,[WPA-PSK-CCMP][WPA2-PSK-CCMP-preauth][ESS],2437
Verizon-MiFi5510L-5B73,00:15:ff:89:5b:73,[WPA2-PSK-CCMP][ESS],2462
ATT488,58:56:e8:a7:81:60,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2412
yeezus,08:86:3b:8c:99:44,[WPA-PSK-CCMP][WPA2-PSK-CCMP][WPS][ESS],2432
inmotion_L0460,00:80:48:47:6e:51,[WPA-PSK-TKIP][WPA2-PSK-TKIP][ESS],2462
NETGEAR27-5G,84:1b:5e:36:fa:f6,[WPA2-PSK-CCMP][WPS][ESS],5765
Mr. and Mrs. Rojas ,08:86:3b:d4:d8:64,[WPA-PSK-CCMP][WPA2-PSK-CCMP][WPS][ESS],2412
2WIRE899,3c:ea:4f:a7:50:59,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2447
HP-Print-10-Deskjet 3520 series,28:92:4a:5b:f2:10,[ESS],2437
ChiefEnvy-2G,e8:fc:af:9f:f7:fe,[WPA2-PSK-CCMP][WPS][ESS],2437
Bliskush,b4:75:0e:1f:81:20,[WPA2-PSK-CCMP][WPS][ESS],2462
inmotion_F0147,00:80:48:4a:af:60,[WPA-PSK-TKIP][WPA2-PSK-TKIP][ESS],2462
Apple Network eeab16,48:d7:05:ee:ab:16,[WPA2-PSK-CCMP][ESS],2412
NETGEAR40-5G,c4:04:15:1a:9f:cc,[WPA2-PSK-CCMP][WPS][ESS],5765
NETGEAR09-5G,44:94:fc:36:a3:3d,[WPA2-PSK-CCMP][WPS][ESS],5765
NETGEAR_11ng_EXT,10:0d:7f:8b:5e:5c,[WPS][ESS],2437
Dukes Public WiFi,00:12:17:7b:8e:5c,[ESS],2412
NETGEAR45,44:94:fc:8d:32:44,[WPA2-PSK-CCMP][ESS],2452
I got the internet to work guise,48:f8:b3:0b:d8:ec,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2412
2WIRE404,00:25:3c:3c:ee:21,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2432
JADEN,24:0a:64:b7:9d:de,[WPA2-PSK-CCMP][ESS],2437
NETGEAR39,e4:f4:c6:ec:36:3d,[WPA2-PSK-CCMP][WPS][ESS],2437
farmerboys,b0:c5:54:d6:f5:1e,[ESS],2412
Haleyang,ec:1a:59:26:8f:eb,[WPA2-PSK-CCMP][WPS][ESS],2437
MyNetwork,e0:3f:49:ec:13:d7,[WPA2-PSK-CCMP][WPS][ESS],2437
MyCharterWiFi71-2G,6c:b0:ce:a3:de:71,[WPA2-PSK-CCMP][WPS][ESS],2437
dlink-6F90,c0:a0:bb:ec:6f:90,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP-preauth][WPS][ESS],2412
2WIRE072,00:22:a4:25:5b:49,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2437
lwallace,c0:c1:c0:06:a2:65,[WPA2-PSK-CCMP][ESS],2437
Arnett Network,00:26:5a:fc:6c:00,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2437
jillvirginiavetter1991,22:59:f9:0d:6e:88,[WPA2-PSK-CCMP][ESS],2437
ATT2z968P8,cc:65:ad:20:dd:a0,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2457
MyCharterWiFi71-5G,6c:b0:ce:a3:de:70,[WPA2-PSK-CCMP][WPS][ESS],5765
Princesa,00:24:b2:1a:45:dd,[WPA-PSK-TKIP][WPA2-PSK-CCMP][WPS][ESS],2412
Vo internet,e8:94:f6:50:29:9e,[WPA-PSK-CCMP][WPA2-PSK-CCMP][WPS][ESS],2427
Jp119-1,e8:fc:af:95:ac:d6,[WPA2-PSK-CCMP][WPS][ESS],2462
NETGEAR13-5G,04:a1:51:a3:2e:ab,[WPA2-PSK-CCMP][WPS][ESS],5765
SilverBear-guest,4e:f8:b3:a3:1e:43,[ESS],2412
Shrimp Noodles 2,98:fc:11:f3:c2:52,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2432
MyCharterWiFi1a-5G,6c:b0:ce:a2:d4:19,[WPA2-PSK-CCMP][WPS][ESS],5765
Clopin,1c:7e:e5:30:70:24,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2422
Cheaper,08:bd:43:c5:01:f3,[WPA2-PSK-CCMP][WPS][ESS],2412
K.S.,10:0d:7f:8f:48:b2,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2462
MyCharterWiFi39-2G,6c:b0:ce:a3:bc:39,[WPA2-PSK-CCMP][WPS][ESS],2462
MyCharterWiFib6-5G,e8:fc:af:7b:67:b5,[WPA2-PSK-CCMP][WPS][ESS],5765
MyCharterWiFi46-5G,e8:fc:af:9f:f8:45,[WPA2-PSK-CCMP][WPS][ESS],5765
HP-Print-8B-Deskjet 3520 series,28:92:4a:67:94:8b,[WPA2-PSK-CCMP][ESS],2437
HDRS-D01GDNCV,ec:35:86:35:bd:a8,[ESS],2462
Spock,28:c6:8e:0c:cd:d7,[WPA2-PSK-CCMP][WPS][ESS],2462
T2,00:14:51:6f:9b:7b,[WPA2-PSK-CCMP][ESS],2437
MiFi4WiFi,00:15:ff:7a:b3:88,[WPA2-PSK-CCMP][ESS],2462
LDC_SAP_BRENDA,2a:b2:bd:ed:d6:72,[WPA2-PSK-CCMP][ESS],2437
videoweb3,00:21:91:04:55:07,[WPA2-PSK-CCMP][WPS][ESS],5240
Galaxy S5 4311,fc:c2:de:18:6b:3d,[WPA2-PSK-CCMP][ESS],2412
Intel-CP-1557,40:25:c2:86:47:ed,[WPA2-PSK-CCMP][WPS][ESS],2412
Feel Train,54:27:1e:97:6d:b7,[WPA2-PSK-CCMP][ESS],2462
Gina's MacBook Air,48:d7:05:d9:3d:3b,[ESS],2462
Belkin Ev,78:24:af:d5:3e:f8,[WPA2-PSK-CCMP][WPS][ESS],2437
EDIC_Network,38:83:45:80:8b:64,[WPA2-PSK-CCMP][WPS][ESS],2462
vCore-TPAA646333,a8:54:b2:73:cc:6d,[WPA2-PSK-CCMP][ESS],2462
Apple Airport Express,28:cf:e9:87:2c:ca,[WPA2-PSK-CCMP][ESS],2462
TeamPalmPlace-guest,c8:b3:73:1a:b4:54,[ESS],2437
CiscoA1343,c0:c1:c0:e9:8b:57,[WPS][ESS],2412
2WIRE966,64:0f:28:15:97:a9,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2452
PS4-5F462A4C8693,b0:05:94:3c:bc:b1,[WPA2-PSK-CCMP][ESS],2412
NETGEAR17,6c:b0:ce:25:fc:a0,[WPA2-PSK-CCMP][WPS][ESS],2437
belkin.064.guests,94:10:3e:54:d0:67,[ESS],2452
trusted network,00:26:f2:12:51:be,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP-preauth][ESS],2462
Samsung Galaxy S 5 2086,fc:c2:de:7c:3e:65,[WPA2-PSK-CCMP][ESS],2462
MyCharterWiFi50-2G,6c:b0:ce:a3:ba:50,[WPA2-PSK-CCMP][WPS][ESS],2437
HP-Print-1C-Deskjet 3520 series,c8:cb:b8:4d:c0:1c,[WPA2-PSK-CCMP][ESS],2437
ATTk87P6jA,94:62:69:52:a7:90,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2412
I FREAKING LOVE OWLS,00:26:f2:96:ad:3b,[WPA2-PSK-CCMP][WPS][ESS],2417
FUCKTURKEYS,48:f8:b3:2b:8b:33,[WPA2-PSK-CCMP][WPS][ESS],2412
SoBA,e0:91:f5:b0:dd:00,[WPA-PSK-TKIP][WPS][ESS],5765
NikkiNellie,74:44:01:54:04:10,[WPA2-PSK-CCMP][WPS][ESS],2452
belkin.666.guests,08:86:3b:e0:06:67,[ESS],2462
JAyCuZh,00:e3:b2:ea:18:53,[WPA2-PSK-CCMP][ESS],2412
AuCalme,28:c6:8e:b2:f4:99,[WPA2-PSK-CCMP][WPS][ESS],2412
PLUR,c8:b3:73:45:7e:d8,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2412
mmhr,52:16:d8:03:1d:36,[WPA2-PSK-CCMP][ESS],2462
Haleyang.5GHz,ec:1a:59:26:8f:ed,[WPA2-PSK-CCMP][WPS][ESS],5200
MyCharterWiFi23-2G,e8:fc:af:98:44:23,[WPA2-PSK-CCMP][WPS][ESS],2462
2WIRE499,28:16:2e:d0:bd:39,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2462
Cisco_10D36EBD,bc:c8:10:d3:6e:be,[WPA2-PSK-CCMP][WPS][ESS],5180
ucrwpa.media,b4:75:0e:28:c6:08,[WPA2-PSK-CCMP][WPS][ESS],5180
ATT313,94:c1:50:da:5b:8a,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2462
Angry Cat,84:1b:5e:d5:45:9e,[WPA2-PSK-CCMP][WPS][ESS],2412
DeepWeb,10:0d:7f:71:c8:59,[WPA2-PSK-CCMP][WPS][ESS],2442
Cisco_10CA2394,bc:c8:10:ca:23:95,[WPA2-PSK-CCMP][WPS][ESS],5785
2WIRE156,00:23:51:17:4f:a9,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2432
ATT6t2B3R7,8c:7f:3b:50:91:10,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2462
DeepWeb Xtreme,10:0d:7f:71:c8:58,[WPA2-PSK-CCMP][WPS][ESS],5805
NETGEAR67,04:a1:51:91:d5:81,[WPA2-PSK-CCMP][ESS],2422
ATT932,94:c1:50:da:45:ca,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],2462
NETGEAR75,84:1b:5e:2a:28:6e,[WPA2-PSK-CCMP][WPS][ESS],2452
carriedo,30:46:9a:9c:dd:1a,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][WPS][ESS],2437
MyCharterWiFi82-2G,e8:fc:af:83:c2:82,[WPA2-PSK-CCMP][WPS][ESS],2462
